Chapter,Disease,ID,,,,ICD9_CODE,TA,SHORT_TITLE,Count of HADM_ID,Adverse Effect,Disease,,
,,,,,,2758,240-279,Dis mineral metabol NEC,1,-,Others,240-279Others,#N/A
,,,,,,2759,240-279,Dis mineral metabol NOS,1,-,Others,240-279Others,#N/A
,,,,,,27702,240-279,Cystic fibros w pul man,1,-,Others,240-279Others,#N/A
,,,,,,27709,240-279,Cystic fibrosis NEC,1,-,Others,240-279Others,#N/A
,,,,,,27731,240-279,Fam Mediterranean fever,1,-,Others,240-279Others,#N/A
,,,,,,27941,240-279,Autoimmun lymphprof synd,1,-,Others,240-279Others,#N/A
,,,,,,28409,280-289,Const aplastc anemia NEC,0,-,Anemia,280-289Anemia,280-289Anemia
,,,,,,28481,280-289,Red cell aplasia,0,-,Anemia,280-289Anemia,280-289Anemia
,,,,,,2850,280-289,Sideroblastic anemia,0,-,Anemia,280-289Anemia,280-289Anemia
,,,,,,30009,290-319,Anxiety state NEC,1,-,Others,290-319Others,#N/A
,,,,,,30012,290-319,Dissociative amnesia,1,-,Others,290-319Others,#N/A
,,,,,,30089,290-319,Somatoform disorders NEC,1,-,Others,290-319Others,#N/A
,,,,,,3010,290-319,Paranoid personality,1,-,Others,290-319Others,#N/A
,,,,,,30113,290-319,Cyclothymic disorder,1,-,Others,290-319Others,#N/A
,,,,,,3029,290-319,Psychosexual dis NOS,1,-,Others,290-319Others,#N/A
,,,,,,30472,290-319,Opioid/other dep-episod,1,-,Others,290-319Others,#N/A
,,,,,,30531,290-319,Hallucinog abuse-contin,1,-,Others,290-319Others,#N/A
,,,,,,30543,290-319,"Sed,hyp,anxiolytc ab-rem",1,-,Others,290-319Others,#N/A
,,,,,,30583,290-319,Antidepress abuse-remiss,1,-,Others,290-319Others,#N/A
,,,,,,30592,290-319,Drug abuse NEC-episodic,1,-,Others,290-319Others,#N/A
,,,,,,3060,290-319,Psychogen musculskel dis,1,-,Others,290-319Others,#N/A
,,,,,,3062,290-319,Psychogen cardiovasc dis,1,-,Others,290-319Others,#N/A
,,,,,,30742,290-319,Persistent insomnia,1,-,Others,290-319Others,#N/A
,,,,,,30747,290-319,Sleep stage dysfunc NEC,1,-,Others,290-319Others,#N/A
,,,,,,30749,290-319,Nonorganic sleep dis NEC,1,-,Others,290-319Others,#N/A
,,,,,,3076,290-319,Enuresis,1,-,Others,290-319Others,#N/A
,,,,,,3081,290-319,"Stress reaction, fugue",1,-,Others,290-319Others,#N/A
,,,,,,3093,290-319,Adjust disor/dis conduct,1,-,Others,290-319Others,#N/A
,,,,,,31234,290-319,Intermitt explosive dis,1,-,Others,290-319Others,#N/A
,,,,,,31289,290-319,Other conduct disorder,1,-,Others,290-319Others,#N/A
,,,,,,3152,290-319,Oth learning difficulty,1,-,Others,290-319Others,#N/A
,,,,,,31531,290-319,Expressive language dis,1,-,Others,290-319Others,#N/A
,,,,,,31539,290-319,Speech/language dis NEC,1,-,Others,290-319Others,#N/A
,,,,,,3154,290-319,Devel coordination dis,1,-,Others,290-319Others,#N/A
,,,,,,316,290-319,Psychic factor w oth dis,1,-,Others,290-319Others,#N/A
,,,,,,3212,320-389,Mening in oth viral dis,1,-,Others,320-389Others,#N/A
,,,,,,3221,320-389,Eosinophilic meningitis,1,-,Others,320-389Others,#N/A
,,,,,,32351,320-389,Enceph/myel folwg immune,1,-,Others,320-389Others,#N/A
,,,,,,32362,320-389,Postinf encephalitis NEC,1,-,Others,320-389Others,#N/A
,,,,,,32372,320-389,Toxic myelitis,1,-,Others,320-389Others,#N/A
,,,,,,32713,320-389,Recurrent hypersomnia,1,-,Others,320-389Others,#N/A
,,,,,,32719,320-389,Organic hypersomnia NEC,1,-,Others,320-389Others,#N/A
,,,,,,32724,320-389,Idiopath sleep hypovent,1,-,Others,320-389Others,#N/A
,,,,,,32737,320-389,Circadian rhym oth dis,1,-,Others,320-389Others,#N/A
,,,,,,3300,320-389,Leukodystrophy,1,-,Others,320-389Others,#N/A
,,,,,,3301,320-389,Cerebral lipidoses,1,-,Others,320-389Others,#N/A
,,,,,,3308,320-389,Cereb degen in child NEC,1,-,Others,320-389Others,#N/A
,,,,,,33379,320-389,Acq torsion dystonia NEC,1,-,Others,320-389Others,#N/A
,,,,,,33384,320-389,Organic writers' cramp,1,-,Others,320-389Others,#N/A
,,,,,,33511,320-389,Kugelberg-welander dis,1,-,Others,320-389Others,#N/A
,,,,,,33521,320-389,Prog muscular atrophy,1,-,Others,320-389Others,#N/A
,,,,,,33701,320-389,Carotid sinus syndrome,1,-,Others,320-389Others,#N/A
,,,,,,33709,320-389,Idio perph auto neur NEC,1,-,Others,320-389Others,#N/A
,,,,,,33822,320-389,Chron post-thoracot pain,1,-,Others,320-389Others,#N/A
,,,,,,33902,320-389,Chronic cluster headache,1,Headache,Others,320-389Others,#N/A
,,,,,,33912,320-389,Chronic tension headache,1,Headache,Others,320-389Others,#N/A
,,,,,,3452,320-389,Petit mal status,1,-,Others,320-389Others,#N/A
,,,,,,34691,320-389,Mgrn unsp w ntrc mgr std,1,-,Others,320-389Others,#N/A
,,,,,,34693,320-389,Mgrn NOS w ntrc w st mgr,1,-,Others,320-389Others,#N/A
,,,,,,34701,320-389,Narcolepsy w cataplexy,1,-,Others,320-389Others,#N/A
,,,,,,3502,320-389,Atypical face pain,1,-,Others,320-389Others,#N/A
,,,,,,3523,320-389,Pneumogastric nerve dis,1,-,Others,320-389Others,#N/A
,,,,,,3524,320-389,Accessory nerve disorder,1,-,Others,320-389Others,#N/A
,,,,,,3529,320-389,Cranial nerve dis NOS,1,-,Others,320-389Others,#N/A
,,,,,,35571,320-389,Causalgia lower limb,1,-,Others,320-389Others,#N/A
,,,,,,3571,320-389,Neurpthy in col vasc dis,1,-,Others,320-389Others,#N/A
,,,,,,3588,320-389,Myoneural disorders NEC,1,-,Others,320-389Others,#N/A
,,,,,,38000,320-389,Perichondritis pinna NOS,1,-,Others,320-389Others,#N/A
,,,,,,38003,320-389,Chondritis of pinna,1,-,Others,320-389Others,#N/A
,,,,,,38014,320-389,Malignant otitis externa,1,-,Others,320-389Others,#N/A
,,,,,,38015,320-389,Chr mycot otitis externa,1,-,Others,320-389Others,#N/A
,,,,,,38021,320-389,Cholesteatoma extern ear,1,-,Others,320-389Others,#N/A
,,,,,,38039,320-389,Noninfect dis pinna NEC,1,-,Others,320-389Others,#N/A
,,,,,,38200,320-389,Ac supp otitis media NOS,1,-,Others,320-389Others,#N/A
,,,,,,3824,320-389,Suppur otitis media NOS,1,-,Others,320-389Others,#N/A
,,,,,,38302,320-389,Ac mastoiditis-compl NEC,1,-,Others,320-389Others,#N/A
,,,,,,38321,320-389,Acute petrositis,1,-,Others,320-389Others,#N/A
,,,,,,38401,320-389,Bullous myringitis,1,-,Others,320-389Others,#N/A
,,,,,,38582,320-389,Cholesterin granuloma,1,-,Others,320-389Others,#N/A
,,,,,,38619,320-389,Peripheral vertigo NEC,1,-,Others,320-389Others,#N/A
,,,,,,3862,320-389,Central origin vertigo,1,-,Others,320-389Others,#N/A
,,,,,,3869,320-389,Vertiginous synd NOS,1,-,Others,320-389Others,#N/A
,,,,,,3879,320-389,Otosclerosis NOS,1,-,Others,320-389Others,#N/A
,,,,,,38832,320-389,Objective tinnitus,1,-,Others,320-389Others,#N/A
,,,,,,38860,320-389,Otorrhea NOS,1,-,Others,320-389Others,#N/A
,,,,,,38871,320-389,Otogenic pain,1,-,Others,320-389Others,#N/A
,,,,,,38905,320-389,"Condctv hear loss,unilat",1,-,Others,320-389Others,#N/A
,,,,,,38906,320-389,"Condctv hear loss, bilat",1,-,Others,320-389Others,#N/A
,,,,,,38908,320-389,Cond hear loss comb type,1,-,Others,320-389Others,#N/A
,,,,,,38917,320-389,"Sensory hear loss,unilat",1,-,Others,320-389Others,#N/A
,,,,,,38921,320-389,"Mixed hearing loss,unilt",1,-,Others,320-389Others,#N/A
,,,,,,390,390-459,Rheum fev w/o hrt involv,1,-,Others,390-459Others,#N/A
,,,,,,3918,390-459,Ac rheumat hrt dis NEC,1,-,Others,390-459Others,#N/A
,,,,,,39899,390-459,Rheumatic heart dis NEC,1,-,Others,390-459Others,#N/A
,,,,,,40210,390-459,Benign hyp ht dis w/o hf,1,-,Others,390-459Others,#N/A
,,,,,,40400,390-459,Mal hy ht/kd I-IV w/o hf,1,-,Others,390-459Others,#N/A
,,,,,,42292,390-459,Septic myocarditis,1,-,Others,390-459Others,#N/A
,,,,,,42491,390-459,Endocarditis in oth dis,1,-,Others,390-459Others,#N/A
,,,,,,42654,390-459,Trifascicular block,1,-,Others,390-459Others,#N/A
,,,,,,42981,390-459,Papillary muscle dis NEC,1,-,Others,390-459Others,#N/A
,,,,,,43814,390-459,Late eff CV-fluency dis,1,-,Others,390-459Others,#N/A
,,,,,,43831,390-459,Late ef-mplga up lmb dom,1,-,Others,390-459Others,#N/A
,,,,,,43885,390-459,Vertigo,1,-,Others,390-459Others,#N/A
,,,,,,44620,390-459,Hypersensit angiitis NOS,1,-,Others,390-459Others,#N/A
,,,,,,4473,390-459,Renal artery hyperplasia,1,-,Others,390-459Others,#N/A
,,,,,,4475,390-459,Necrosis of artery,1,-,Others,390-459Others,#N/A
,,,,,,4481,390-459,"Nevus, non-neoplastic",1,-,Others,390-459Others,#N/A
,,,,,,45111,390-459,Femoral vein phlebitis,1,-,Others,390-459Others,#N/A
,,,,,,45181,390-459,Iliac thrombophlebitis,1,-,Others,390-459Others,#N/A
,,,,,,45374,390-459,Ch emblsm axillary veins,1,-,Others,390-459Others,#N/A
,,,,,,4542,390-459,Varicos leg ulcer/inflam,1,-,Others,390-459Others,#N/A
,,,,,,4572,390-459,Lymphangitis,1,-,Others,390-459Others,#N/A
,,,,,,45910,390-459,Postphlbtc synd w/o comp,1,-,Others,390-459Others,#N/A
,,,,,,47400,460-519,Chronic tonsillitis,1,-,Others,460-519Others,#N/A
,,,,,,4749,460-519,Chr T & A dis NOS,1,-,Others,460-519Others,#N/A
,,,,,,4772,460-519,Allerg rhinitis-cat/dog,1,-,Others,460-519Others,#N/A
,,,,,,47871,460-519,Laryngeal cellulitis,1,-,Others,460-519Others,#N/A
,,,,,,67153,630_679__740_759__760_779,Thrombosis NEC-antepart,1,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67154,630_679__740_759__760_779,Thrombosis NEC-postpart,1,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67100,630_679__740_759__760_779,Varic vein leg preg-unsp,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67101,630_679__740_759__760_779,Varicose vein leg-deliv,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67102,630_679__740_759__760_779,Varic vein leg-del w p/p,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67103,630_679__740_759__760_779,Varic vein leg-antepart,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67104,630_679__740_759__760_779,Varic vein leg-postpart,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67110,630_679__740_759__760_779,Varic vulva preg-unspec,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67111,630_679__740_759__760_779,Varicose vulva-delivered,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67112,630_679__740_759__760_779,Varicose vulva-del w p/p,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67113,630_679__740_759__760_779,Varicose vulva-antepart,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67114,630_679__740_759__760_779,Varicose vulva-postpart,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67120,630_679__740_759__760_779,Thrombophleb preg-unspec,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67121,630_679__740_759__760_779,Thrombophlebitis-deliver,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67122,630_679__740_759__760_779,Thrombophleb-deliv w p/p,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67123,630_679__740_759__760_779,Thrombophlebit-antepart,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67124,630_679__740_759__760_779,Thrombophlebit-postpart,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,47811,460-519,Nasal mucositis (ulcer),1,Mucositis,Others,460-519Others,#N/A
,,,,,,4878,460-519,Flu w manifestation NEC,1,-,Others,460-519Others,#N/A
,,,,,,5082,460-519,Resp cond dt smoke inhal,1,-,Others,460-519Others,#N/A
,,,,,,5088,460-519,Resp cond: ext agent NEC,1,-,Others,460-519Others,#N/A
,,,,,,5161,460-519,Idio pulm hemosiderosis,1,-,Others,460-519Others,#N/A
,,,,,,51634,460-519,Resp brncio interst lung,1,-,Others,460-519Others,#N/A
,,,,,,67150,630_679__740_759__760_779,Thrombosis NEC preg-unsp,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67151,630_679__740_759__760_779,Thrombosis NEC-delivered,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67152,630_679__740_759__760_779,Thromb NEC-deliv w p/p,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67180,630_679__740_759__760_779,Ven compl preg NEC-unsp,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67181,630_679__740_759__760_779,Venous compl NEC-deliver,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67182,630_679__740_759__760_779,Ven comp NEC-deliv w p/p,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67183,630_679__740_759__760_779,Venous compl NEC-antepar,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67184,630_679__740_759__760_779,Venous compl NEC-postpar,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67190,630_679__740_759__760_779,Ven compl preg NOS-unsp,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67191,630_679__740_759__760_779,Venous compl NOS-deliver,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67192,630_679__740_759__760_779,Ven comp NOS-deliv w p/p,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67193,630_679__740_759__760_779,Venous compl NOS-antepar,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,67194,630_679__740_759__760_779,Venous compl NOS-postpar,0,-,Pregnancy,630_679__740_759__760_779Pregnancy,#N/A
,,,,,,5164,460-519,Lymphangioleiomyomatosis,1,-,Others,460-519Others,#N/A
,,,,,,51900,460-519,Tracheostomy comp NOS,1,-,Others,460-519Others,#N/A
,,,,,,5200,520-579,Anodontia,1,-,Others,520-579Others,#N/A
,,,,,,52101,520-579,Dental caries - enamel,1,-,Others,520-579Others,#N/A
,,,,,,52108,520-579,Dental caries-root surf,1,-,Others,520-579Others,#N/A
,,,,,,5219,520-579,Hard tiss dis teeth NOS,1,-,Others,520-579Others,#N/A
,,,,,,5235,520-579,Periodontosis,1,-,Others,520-579Others,#N/A
,,,,,,52406,520-579,Microgenia,1,-,Others,520-579Others,#N/A
,,,,,,5244,520-579,Malocclusion NOS,1,-,Others,520-579Others,#N/A
,,,,,,52462,520-579,Arthralgia TMJ,1,-,Others,520-579Others,#N/A
,,,,,,52489,520-579,Dentofacial anomaly NEC,1,-,Others,520-579Others,#N/A
,,,,,,52512,520-579,Loss teeth d/t peri dis,1,-,Others,520-579Others,#N/A
,,,,,,52579,520-579,Endos dentl imp fail NEC,1,-,Others,520-579Others,#N/A
,,,,,,5260,520-579,Devel odontogenic cysts,1,-,Others,520-579Others,#N/A
,,,,,,5262,520-579,Cysts of jaws NEC,1,-,Others,520-579Others,#N/A
,,,,,,5265,520-579,Alveolitis of jaw,1,-,Others,520-579Others,#N/A
,,,,,,5277,520-579,Salivary secretion dis,1,-,Others,520-579Others,#N/A
,,,,,,5279,520-579,Salivary gland dis NOS,1,-,Others,520-579Others,#N/A
,,,,,,5286,520-579,Leukoplakia oral mucosa,1,-,Others,520-579Others,#N/A
,,,,,,5291,520-579,Geographic tongue,1,-,Others,520-579Others,#N/A
,,,,,,5293,520-579,Hypertroph tongue papill,1,-,Others,520-579Others,#N/A
,,,,,,53101,520-579,Ac stomac ulc w hem-obst,1,-,Others,520-579Others,#N/A
,,,,,,53111,520-579,Ac stom ulc w perf-obst,1,-,Others,520-579Others,#N/A
,,,,,,53120,520-579,Ac stomac ulc w hem/perf,1,-,Others,520-579Others,#N/A
,,,,,,53171,520-579,Chr stomach ulc NOS-obst,1,-,Others,520-579Others,#N/A
,,,,,,53211,520-579,Ac duoden ulc perf-obstr,1,-,Others,520-579Others,#N/A
,,,,,,53261,520-579,Chr duod ulc hem/perf-ob,1,-,Others,520-579Others,#N/A
,,,,,,53291,520-579,Duodenal ulcer NOS-obstr,1,-,Others,520-579Others,#N/A
,,,,,,53401,520-579,Ac margin ulc w hem-obst,1,-,Others,520-579Others,#N/A
,,,,,,53430,520-579,Ac marginal ulcer NOS,1,-,Others,520-579Others,#N/A
,,,,,,53520,520-579,Gstr mcsl hyprt w/o hmrg,1,-,Others,520-579Others,#N/A
,,,,,,53521,520-579,Gstr mcsl hyprt w hmrg,1,-,Others,520-579Others,#N/A
,,,,,,55001,520-579,Recur unil ing hern-gang,1,-,Others,520-579Others,#N/A
,,,,,,55093,520-579,Recur bilat inguin hern,1,-,Others,520-579Others,#N/A
,,,,,,55100,520-579,Unil femoral hern w gang,1,-,Others,520-579Others,#N/A
,,,,,,5511,520-579,Umbilical hernia w gangr,1,-,Others,520-579Others,#N/A
,,,,,,55120,520-579,Gangr ventral hernia NOS,1,-,Others,520-579Others,#N/A
,,,,,,55121,520-579,Gangr incisional hernia,1,-,Others,520-579Others,#N/A
,,,,,,55129,520-579,Gang ventral hernia NEC,1,-,Others,520-579Others,#N/A
,,,,,,55202,520-579,Bil femoral hern w obstr,1,-,Others,520-579Others,#N/A
,,,,,,55841,520-579,Eosinophilic gastroent,1,-,Others,520-579Others,#N/A
,,,,,,56030,520-579,Impaction intestine NOS,1,-,Others,520-579Others,#N/A
,,,,,,5644,520-579,Postop GI funct dis NEC,1,-,Others,520-579Others,#N/A
,,,,,,5646,520-579,Anal spasm,1,-,Others,520-579Others,#N/A
,,,,,,5671,520-579,Pneumococcal peritonitis,1,-,Others,520-579Others,#N/A
,,,,,,56960,520-579,Colstomy/enter comp NOS,1,-,Others,520-579Others,#N/A
,,,,,,56979,520-579,Comp intest pouch NEC,1,-,Others,520-579Others,#N/A
,,,,,,56987,520-579,Vomiting of fecal matter,1,-,Others,520-579Others,#N/A
,,,,,,5760,520-579,Postcholecystectomy synd,1,-,Others,520-579Others,#N/A
,,,,,,5810,580-629,"Nephrotic syn, prolifer",1,-,Others,580-629Others,#N/A
,,,,,,5820,580-629,Chr proliferat nephritis,1,-,Others,580-629Others,#N/A
,,,,,,5824,580-629,Chr rapid progr nephrit,1,-,Others,580-629Others,#N/A
,,,,,,5830,580-629,Proliferat nephritis NOS,1,-,Others,580-629Others,#N/A
,,,,,,5834,580-629,Rapidly prog nephrit NOS,1,-,Others,580-629Others,#N/A
,,,,,,5890,580-629,Unilateral small kidney,1,-,Others,580-629Others,#N/A
,,,,,,5931,580-629,Hypertrophy of kidney,1,-,Others,580-629Others,#N/A
,,,,,,59371,580-629,Vscurt rflx npht uniltrl,1,-,Others,580-629Others,#N/A
,,,,,,5940,580-629,Blad diverticulum calcul,1,-,Others,580-629Others,#N/A
,,,,,,5942,580-629,Urethral calculus,1,-,Others,580-629Others,#N/A
,,,,,,5949,580-629,Lower urin calcul NOS,1,-,Others,580-629Others,#N/A
,,,,,,59581,580-629,Cystitis cystica,1,-,Others,580-629Others,#N/A
,,,,,,5981,580-629,Traum urethral stricture,1,-,Others,580-629Others,#N/A
,,,,,,5995,580-629,Prolapse urethral mucosa,1,-,Others,580-629Others,#N/A
,,,,,,6031,580-629,Infected hydrocele,1,-,Others,580-629Others,#N/A
,,,,,,6071,580-629,Balanoposthitis,1,-,Others,580-629Others,#N/A
,,,,,,60781,580-629,Balanitis xerotica oblit,1,-,Others,580-629Others,#N/A
,,,,,,60785,580-629,Peyronie's disease,1,-,Others,580-629Others,#N/A
,,,,,,6080,580-629,Seminal vesiculitis,1,-,Others,580-629Others,#N/A
,,,,,,6116,580-629,Galactorrhea-nonobstet,1,-,Others,580-629Others,#N/A
,,,,,,6169,580-629,Female gen inflam NOS,1,-,Others,580-629Others,#N/A
,,,,,,6172,580-629,Tubal endometriosis,1,-,Others,580-629Others,#N/A
,,,,,,6178,580-629,Endometriosis NEC,1,-,Others,580-629Others,#N/A
,,,,,,61800,580-629,Vaginal wall prolpse NOS,1,-,Others,580-629Others,#N/A
,,,,,,61802,580-629,"Cystocele, lateral",1,-,Others,580-629Others,#N/A
,,,,,,61804,580-629,Rectocele,1,-,Others,580-629Others,#N/A
,,,,,,6182,580-629,Uterovag prolaps-incompl,1,-,Others,580-629Others,#N/A
,,,,,,61882,580-629,Incomptnce rectovag tiss,1,-,Others,580-629Others,#N/A
,,,,,,6192,580-629,"Genital-skin fistul, fem",1,-,Others,580-629Others,#N/A
,,,,,,6203,580-629,Acq atrophy ovary & tube,1,-,Others,580-629Others,#N/A
,,,,,,6212,580-629,Hypertrophy of uterus,1,-,Others,580-629Others,#N/A
,,,,,,6232,580-629,Stricture of vagina,1,-,Others,580-629Others,#N/A
,,,,,,62402,580-629,Vulvr intraepth neopl II,1,-,Others,580-629Others,#N/A
,,,,,,6251,580-629,Vaginismus,1,-,Others,580-629Others,#N/A
,,,,,,6254,580-629,Premenstrual tension,1,-,Others,580-629Others,#N/A
,,,,,,6255,580-629,Pelvic congestion synd,1,-,Others,580-629Others,#N/A
,,,,,,62570,580-629,Vulvodynia NOS,1,-,Others,580-629Others,#N/A
,,,,,,6261,580-629,Scanty menstruation,1,-,Others,580-629Others,#N/A
,,,,,,62981,580-629,Rec preg loss wo cur prg,1,-,Others,580-629Others,#N/A
,,,,,,63412,630_679__740_759__760_779,Spon abort w hemorr-comp,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63421,630_679__740_759__760_779,Spon ab w pelv damag-inc,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63451,630_679__740_759__760_779,Spon abort w shock-inc,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63502,630_679__740_759__760_779,Leg abor w pelv inf-comp,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63511,630_679__740_759__760_779,Legal abort w hemorr-inc,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63552,630_679__740_759__760_779,Legal abort w shock-comp,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63590,630_679__740_759__760_779,Legal abort uncompl-unsp,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,63592,630_679__740_759__760_779,Legal abort uncompl-comp,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,6392,630_679__740_759__760_779,Postabort pelvic damage,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,6396,630_679__740_759__760_779,Postabortion embolism,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64101,630_679__740_759__760_779,Placenta previa-deliver,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64103,630_679__740_759__760_779,Placenta previa-antepart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64133,630_679__740_759__760_779,Coag def hemorr-antepart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64243,630_679__740_759__760_779,Mild/NOS preeclamp-antep,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64252,630_679__740_759__760_779,Sev preeclamp-del w p/p,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64261,630_679__740_759__760_779,Eclampsia-delivered,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64263,630_679__740_759__760_779,Eclampsia-antepartum,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64303,630_679__740_759__760_779,Mild hyperemesis-antepar,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64313,630_679__740_759__760_779,Hyperem w metab-antepart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64793,630_679__740_759__760_779,Infect NOS-antepartum,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64833,630_679__740_759__760_779,Drug dependence-antepart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64852,630_679__740_759__760_779,Congen CV dis-del w p/p,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64862,630_679__740_759__760_779,CV dis NEC-deliver w p/p,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64883,630_679__740_759__760_779,Abn glucose-antepartum,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,64884,630_679__740_759__760_779,Abn glucose-postpartum,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65251,630_679__740_759__760_779,High head at term-deliv,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65404,630_679__740_759__760_779,Congen abn uter-postpart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65411,630_679__740_759__760_779,Uterine tumor-delivered,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65414,630_679__740_759__760_779,Uterine tumor-postpartum,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65444,630_679__740_759__760_779,Abn uterus NEC-postpart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65571,630_679__740_759__760_779,Decrease fetal movmt del,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65613,630_679__740_759__760_779,Rh isoimmunizat-antepart,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65661,630_679__740_759__760_779,Excess fetal grth-deliv,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65671,630_679__740_759__760_779,Oth placent cond-deliver,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65701,630_679__740_759__760_779,Polyhydramnios-delivered,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65821,630_679__740_759__760_779,Prolong rupt memb-deliv,1,-,Others,630_679__740_759__760_779Others,#N/A
,,,,,,65921,630_679__740_759__760_779,Pyrexia in labor-deliver,1,-,Others,630_679__740_759__760_779Others,#N/A
